id,x,y,count
112,291.792224453,-361.160185046,1015
112,271.105304644,-325.82541649,1015
113,460.206037305,-240.31101221,903
113,436.426601243,-222.86337865,903
114,356.963186107,-366.952501807,1366
114,333.035419933,-380.245705237,1366
115,208.217763544,-213.841799368,857
115,231.703744971,-201.195501677,857
116,409.358032033,-455.494425859,909
116,434.701559416,-494.917690677,909
117,384.014504651,-467.462202679,1900
117,409.358032033,-455.494425859,1900
118,132.641079721,-200.066367954,1295
118,157.632572778,-186.441487703,1295
119,506.508220333,-506.181480625,390
119,499.468351616,-512.51736247,390
120,136.254307633,-374.329339118,336
120,160.944698364,-360.177529797,336
121,471.603281808,-248.049881935,1077
121,475.683776753,-250.723309657,1077
122,255.791931049,-245.15644127,535
122,281.084526432,-229.800222645,535
123,564.235143816,-420.295082272,12
123,557.89926197,-439.302727809,12
124,308.664546978,-394.86822901,1290
124,284.078456276,-408.669138624,1290
125,157.632572778,-186.441487703,475
125,184.430679791,-171.68747373,475
126,306.979326467,-160.245585343,142
126,329.562000916,-202.399910981,142
127,506.508220333,-506.181480625,277
127,525.51586587,-490.693769446,277
128,552.354202142,-305.102616908,1512
128,559.297913366,-301.580024366,1512
129,333.035419933,-380.245705237,734
129,311.194376525,-349.336998627,734
130,336.847384244,-495.621677549,189
130,362.190911627,-539.268863596,189
131,552.354202142,-305.102616908,196
131,556.863682103,-315.108479535,196
132,288.272290094,-525.893113033,454
132,313.615817477,-567.428338466,454
133,487.955593578,-258.76760565,2392
133,506.16330142,-274.308683094,2392
134,308.484838097,-104.541655035,363
134,331.067512546,-146.695980673,363
135,108.552893643,-213.314870298,1054
135,132.641079721,-200.066367954,1054
136,354.854596299,-246.6619529,975
136,378.340577725,-232.811245905,975
137,337.551371116,-555.460561647,441
137,362.894898498,-597.699773951,441
138,409.358032033,-455.494425859,159
138,381.902544035,-411.14325294,159
139,388.238425881,-305.545222179,247
139,354.854596299,-246.6619529,247
140,209.723275174,-390.588864721,440
140,185.333986769,-346.627925128,440
141,211.076552638,-451.876642548,258
141,238.993209072,-497.733638164,258
142,434.701559416,-494.917690677,1804
142,457.229139312,-481.541940114,1804
143,502.284299103,-397.063515505,1680
143,524.811878999,-382.98377807,1680
144,378.340577725,-232.811245905,1533
144,402.318163316,-268.937904848,1533
145,357.263414906,-187.946999333,824
145,378.340577725,-232.811245905,824
146,370.153735058,-180.932775416,176
146,382.254513173,-172.771785525,176
147,460.558612037,-272.778146194,1290
147,451.341513802,-264.090448272,1290
148,386.830452138,-524.48513929,130
148,413.581953264,-570.948272825,130
149,524.811878999,-382.98377807,960
149,513.907206506,-367.021965811,960
150,519.883970896,-477.318018883,383
150,481.164692951,-411.14325294,383
151,451.341513802,-264.090448272,297
151,471.603281808,-248.049881935,297
152,457.229139312,-481.541940114,1196
152,479.756719207,-469.574163294,1196
153,237.161477288,-87.0232409251,196
153,201.897419958,-23.5479377303,196
154,363.59888537,-320.328946485,1228
154,336.847384244,-333.704697048,1228
155,419.986975144,-419.229350343,1689
155,406.542084546,-397.063515505,1689
156,184.430679791,-171.68747373,280
156,208.217763544,-213.841799368,280
157,570.094731989,-300.47830818,573
157,582.213610034,-303.563113501,573
158,260.308465939,-422.505711276,1618
158,284.078456276,-408.669138624,1618
159,135.652102981,-434.549804315,318
159,158.00824144,-483.489585209,318
160,286.864316351,-470.278150166,851
160,263.632749583,-483.653900729,851
161,132.641079721,-200.066367954,90
161,158.23477743,-243.349827315,90
162,357.263414906,-187.946999333,1602
162,370.153735058,-180.932775416,1602
163,208.950231424,-102.411193215,6
163,237.161477288,-87.0232409251,6
164,160.944698364,-360.177529797,576
164,185.333986769,-346.627925128,576
165,135.652102981,-434.549804315,357
165,113.671633184,-386.97563681,357
166,182.021861183,-288.214073886,333
166,209.121070522,-332.777218132,333
167,281.084526432,-229.800222645,1633
167,304.871610185,-216.551720302,1633
168,284.697754344,-118.392362031,219
168,308.484838097,-104.541655035,219
169,232.004847297,-258.70604594,422
169,257.899647331,-303.269190186,422
170,402.318163316,-268.937904848,897
170,418.509861366,-259.082088644,897
171,135.953205307,-315.012180899,444
171,160.944698364,-360.177529797,444
172,83.8625029118,-170.784166752,21
172,106.746279687,-157.234562083,21
173,281.084526432,-229.800222645,664
173,306.678224141,-275.567776195,664
174,232.004847297,-258.70604594,502
174,255.791931049,-245.15644127,502
175,211.076552638,-451.876642548,872
175,212.484526381,-450.996658958,872
176,219.281576664,-622.339314462,330
176,204.497852357,-577.28415467,330
177,283.49334504,-174.096292338,651
177,306.979326467,-160.245585343,651
178,359.37496414,-483.653900729,292
178,386.830452138,-524.48513929,292
179,235.618075208,-436.958622923,967
179,260.308465939,-422.505711276,967
180,487.955593578,-258.76760565,1750
180,460.558612037,-272.778146194,1750
181,69.817496138,-145.36922669,196
181,83.8625029118,-170.784166752,196
182,459.282657454,-280.689064609,2604
182,441.901893701,-293.854712063,2604
183,331.970819524,-260.512659896,1120
183,354.854596299,-246.6619529,1120
184,304.871610185,-216.551720302,908
184,331.970819524,-260.512659896,908
185,108.552893643,-213.314870298,267
185,135.049898329,-255.69502268,267
186,394.677145441,-317.301002501,445
186,388.238425881,-305.545222179,445
187,575.162626444,-317.004050969,390
187,585.959445066,-324.055034559,390
188,440.908911456,-254.404400196,961
188,451.341513802,-264.090448272,961
189,35.6861307541,-196.678966787,18
189,61.2798284629,-239.510772658,18
190,208.51886587,-157.836766735,865
190,232.305949623,-145.792673695,865
191,85.6691168677,-285.203050627,261
191,110.359507598,-328.862887894,261
192,184.430679791,-171.68747373,196
192,162.145209876,-128.057780364,196
193,262.928762711,-540.67683734,330
193,286.160329479,-583.620036516,330
194,429.069664442,-359.752211303,3561
194,426.253716955,-359.752211303,3561
195,319.935711467,-301.115371447,888
195,306.678224141,-275.567776195,888
196,219.281576664,-622.339314462,60
196,260.816802096,-599.107747694,60
197,559.297913366,-301.580024366,763
197,570.094731989,-300.47830818,763
198,262.928762711,-540.67683734,726
198,288.272290094,-525.893113033,726
199,233.811461252,-316.517692529,2207
199,257.899647331,-303.269190186,2207
200,306.678224141,-275.567776195,658
200,331.970819524,-260.512659896,658
201,208.51886587,-157.836766735,196
201,182.662479595,-106.258181287,196
202,207.916661218,-272.556752935,500
202,232.004847297,-258.70604594,500
203,60.6776238109,-185.237078399,617
203,84.7658098897,-226.262270315,617
204,496.720434005,-343.004552958,390
204,513.907206506,-367.021965811,390
205,231.703744971,-201.195501677,35
205,255.791931049,-245.15644127,35
206,338.255357988,-614.595458873,24
206,310.79986999,-630.787156923,24
207,159.74028906,-300.860371578,1214
207,182.021861183,-288.214073886,1214
208,235.618075208,-436.958622923,375
208,209.723275174,-390.588864721,375
209,159.74028906,-300.860371578,280
209,185.333986769,-346.627925128,280
210,363.59888537,-320.328946485,714
210,331.970819524,-260.512659896,714
211,110.359507598,-328.862887894,71
211,136.254307633,-374.329339118,71
212,586.840818015,-306.207232347,199
212,582.874639745,-311.054783565,199
213,209.723275174,-390.588864721,142
213,185.032884443,-405.643981021,142
214,255.791931049,-245.15644127,201
214,281.385628758,-290.622892494,201
215,158.23477743,-243.349827315,618
215,182.021861183,-288.214073886,618
216,237.161477288,-87.0232409251,196
216,260.884570401,-76.1234413866,196
217,185.032884443,-405.643981021,406
217,160.944698364,-360.177529797,406
218,406.542084546,-397.063515505,1769
218,380.4478455,-353.216191597,1769
219,585.959445066,-324.055034559,196
219,592.790085419,-315.902334784,196
220,413.581953264,-570.948272825,196
220,436.109533159,-612.483498257,196
221,207.916661218,-272.556752935,1409
221,233.811461252,-316.517692529,1409
222,312.207843733,-511.813375599,1099
222,336.847384244,-495.621677549,1099
223,445.965349364,-306.249209051,3047
223,429.773651314,-328.072802075,3047
224,419.986975144,-419.229350343,3116
224,422.739968773,-417.918353308,3116
225,525.51586587,-490.693769446,113
225,519.883970896,-477.318018883,113
226,110.058405273,-270.147934327,213
226,135.049898329,-255.69502268,213
227,357.263003525,-424.519003503,881
227,333.035419933,-380.245705237,881
228,336.847384244,-495.621677549,1922
228,359.37496414,-483.653900729,1922
229,60.6776238109,-185.237078399,71
229,83.8625029118,-170.784166752,71
230,260.816802096,-599.107747694,183
230,284.752355735,-647.682841844,183
231,410.864619258,-296.199474133,930
231,414.622425679,-292.730729743,930
232,231.703744971,-201.195501677,719
232,256.394135701,-188.248101659,719
233,506.16330142,-274.308683094,2220
233,524.514915463,-264.870710157,2220
234,362.894898498,-597.699773951,298
234,389.646399625,-585.731997131,298
235,284.078456276,-408.669138624,498
235,310.79986999,-453.382465244,498
236,409.358032033,-455.494425859,1161
236,432.589598801,-440.006714681,1161
237,257.899647331,-303.269190186,880
237,281.385628758,-290.622892494,880
238,475.683776753,-250.723309657,812
238,487.955593578,-258.76760565,812
239,441.901893701,-293.854712063,3033
239,444.55737562,-297.80136659,3033
240,61.2798284629,-239.510772658,268
240,84.7658098897,-226.262270315,268
241,61.2798284629,-239.510772658,138
241,85.6691168677,-285.203050627,138
242,484.684627309,-525.893113033,212
242,460.74907367,-538.564876725,212
243,288.272290094,-525.893113033,812
243,312.207843733,-511.813375599,812
244,416.356797874,-304.871335106,465
244,394.677145441,-317.301002501,465
245,182.021861183,-288.214073886,835
245,207.916661218,-272.556752935,835
246,308.664546978,-394.86822901,1050
246,291.792224453,-361.160185046,1050
247,482.572666694,-574.468207183,196
247,460.74907367,-538.564876725,196
248,575.162626444,-317.004050969,573
248,559.297913366,-301.580024366,573
249,426.253716955,-359.752211303,3503
249,423.437769468,-387.207699301,3503
250,455.821165568,-425.926977246,2619
250,481.164692951,-411.14325294,2619
251,310.79986999,-453.382465244,704
251,334.735423629,-440.006714681,704
252,281.385628758,-290.622892494,759
252,306.678224141,-275.567776195,759
253,382.254513173,-172.771785525,20
253,436.426601243,-222.86337865,20
254,582.874639745,-311.054783565,9
254,575.162626444,-317.004050969,9
255,424.576692792,-254.149209279,666
255,432.232420291,-262.060127695,666
256,177.042364359,-532.932981751,320
256,158.00824144,-483.489585209,320
257,457.229139312,-481.541940114,1532
257,432.589598801,-440.006714681,1532
258,334.735423629,-440.006714681,661
258,357.263003525,-424.519003503,661
259,259.706261287,-131.339762048,844
259,284.697754344,-118.392362031,844
260,331.067512546,-146.695980673,1547
260,357.263414906,-187.946999333,1547
261,475.683776753,-250.723309657,157
261,484.126180089,-237.215464321,157
262,238.289222201,-555.460561647,225
262,214.353668561,-511.813375599,225
263,460.74907367,-538.564876725,596
263,438.221493775,-556.164548518,596
264,106.746279687,-157.234562083,175
264,132.641079721,-200.066367954,175
265,238.993209072,-497.733638164,708
265,263.632749583,-483.653900729,708
266,157.632572778,-186.441487703,974
266,183.226270487,-228.294711015,974
267,432.232420291,-262.060127695,526
267,440.908911456,-254.404400196,526
268,259.706261287,-131.339762048,576
268,237.161477288,-87.0232409251,576
269,502.988285975,-550.532653544,196
269,484.684627309,-525.893113033,196
270,362.190911627,-539.268863596,410
270,337.551371116,-555.460561647,410
271,312.207843733,-511.813375599,269
271,286.864316351,-470.278150166,269
272,336.847384244,-333.704697048,254
272,356.963186107,-366.952501807,254
273,438.221493775,-556.164548518,458
273,413.581953264,-570.948272825,458
274,536.075668946,-466.758215807,196
274,519.883970896,-477.318018883,196
275,238.993209072,-497.733638164,270
275,262.928762711,-540.67683734,270
276,441.901893701,-293.854712063,475
276,418.509861366,-259.082088644,475
277,562.123183201,-411.847239812,204
277,564.235143816,-420.295082272,204
278,183.226270487,-228.294711015,920
278,207.916661218,-272.556752935,920
279,304.871610185,-216.551720302,333
279,329.562000916,-202.399910981,333
280,386.830452138,-524.48513929,457
280,362.190911627,-539.268863596,457
281,110.058405273,-270.147934327,121
281,135.953205307,-315.012180899,121
282,188.646112355,-465.262241566,288
282,214.353668561,-511.813375599,288
283,311.194376525,-349.336998627,1411
283,291.792224453,-361.160185046,1411
284,423.437769468,-387.207699301,565
284,406.542084546,-397.063515505,565
285,263.632749583,-483.653900729,240
285,235.618075208,-436.958622923,240
286,413.581953264,-570.948272825,364
286,389.646399625,-585.731997131,364
287,92.5944703654,-338.799264652,502
287,110.359507598,-328.862887894,502
288,306.979326467,-160.245585343,1140
288,331.067512546,-146.695980673,1140
289,381.902544035,-411.14325294,222
289,356.963186107,-366.952501807,222
290,432.589598801,-440.006714681,4551
290,419.986975144,-419.229350343,4551
291,329.562000916,-202.399910981,319
291,357.263414906,-187.946999333,319
292,329.562000916,-202.399910981,234
292,354.854596299,-246.6619529,234
293,135.049898329,-255.69502268,502
293,158.23477743,-243.349827315,502
294,177.042364359,-532.932981751,243
294,204.497852357,-577.28415467,243
295,457.229139312,-481.541940114,178
295,484.684627309,-525.893113033,178
296,547.339458894,-416.775147914,394
296,562.123183201,-411.847239812,394
297,259.706261287,-131.339762048,472
297,283.49334504,-174.096292338,472
298,557.89926197,-439.302727809,190
298,540.299590177,-455.494425859,190
